Source,Target,Mol1_ID,Mol2_ID,Mol1_Activity,Mol2_Activity,Tanimoto_Similarity,Activity_Difference,Activity_Similarity,SALI,Type
193,251,193,251,7.403838258,3.497489868,0.461538462,3.9063483900000002,0.609365161000039,7.254647016204797,Other
251,193,251,193,3.497489868,7.403838258,0.461538462,3.9063483900000002,0.609365161000039,7.254647016204797,Other
238,233,238,233,4.253738468,7.476613201,0.555555556,3.2228747330000003,0.6777125267000321,7.251468156485153,Other
233,238,233,238,7.476613201,4.253738468,0.555555556,3.2228747330000003,0.6777125267000321,7.251468156485153,Other
198,45,198,45,6.379861732,2.152219008,0.416666667,4.227642724000001,0.5772357276000422,7.247387530986084,Other
58,95,58,95,4.646108455,1.217269556,0.525,3.4288388990000005,0.6571161101000342,7.218608208405858,Other
223,181,223,181,6.621097573,3.828807254,0.612903226,2.792290319,0.7207709681000278,7.213416661004741,Activity Cliff
181,223,181,223,3.828807254,6.621097573,0.612903226,2.792290319,0.7207709681000278,7.213416661004741,Activity Cliff
200,115,200,115,0.797920995,3.747522431,0.586206897,2.949601436,0.7050398564000295,7.128203478038327,Activity Cliff
115,200,115,200,3.747522431,0.797920995,0.586206897,2.949601436,0.7050398564000295,7.128203478038327,Activity Cliff
107,52,107,52,4.969222324,1.680560512,0.538461538,3.2886618120000004,0.6711338188000329,7.1254339188591285,Other
52,107,52,107,1.680560512,4.969222324,0.538461538,3.2886618120000004,0.6711338188000329,7.1254339188591285,Other
139,275,139,275,3.093546284,6.792398557,0.48,3.6988522730000004,0.6301147727000369,7.113177448063245,Other
275,139,275,139,6.792398557,3.093546284,0.48,3.6988522730000004,0.6301147727000369,7.113177448063245,Other
210,305,210,305,6.42321693,3.124234298,0.535714286,3.2989826319999995,0.670101736800033,7.105501057895773,Other
105,92,105,92,3.936981482,7.050724185,0.558823529,3.113742703,0.6886257297000311,7.0578167868633725,Other
11,226,11,226,7.040233483,3.794130063,0.538461538,3.24610342,0.6753896580000325,7.033224069618203,Other
249,67,249,67,5.110912882,8.599205097,0.5,3.4882922150000004,0.6511707785000349,6.9765844299860476,Other
183,19,183,19,6.215774987,2.869477425,0.52,3.3462975619999997,0.6653702438000335,6.971453254152143,Other
79,21,79,21,5.007991608,8.217643063,0.538461538,3.2096514550000004,0.679034854500032,6.954244812197355,Other
21,79,21,79,8.217643063,5.007991608,0.538461538,3.2096514550000004,0.679034854500032,6.954244812197355,Other
165,131,165,131,4.462145368,0.987782903,0.5,3.4743624649999996,0.6525637535000348,6.948724929986102,Other
70,200,70,200,3.805983456,0.797920995,0.566666667,3.0080624609999997,0.6991937539000301,6.941682607631429,Other
39,277,39,277,6.855341395,3.998300355,0.588235294,2.85704104,0.7142958960000285,6.938528238000712,Activity Cliff
158,67,158,67,5.153178525,8.599205097,0.5,3.446026572,0.6553973428000345,6.8920531439862165,Other
25,71,25,71,0.0,3.09432393,0.548387097,3.09432393,0.690567607000031,6.851717276982115,Other
151,304,151,304,4.4316667,1.941937278,0.636363636,2.489729422,0.7510270578000249,6.846755903634416,Other
304,151,304,151,1.941937278,4.4316667,0.636363636,2.489729422,0.7510270578000249,6.846755903634416,Other
281,286,281,286,0.28970954,2.245328385,0.714285714,1.955618845,0.8044381155000195,6.844665950631377,Other
286,281,286,281,2.245328385,0.28970954,0.714285714,1.955618845,0.8044381155000195,6.844665950631377,Other
209,55,209,55,4.023131557,7.306877373,0.52,3.2837458159999997,0.6716254184000329,6.841137116652415,Other
74,298,74,298,6.610258504,3.370347678,0.523809524,3.239910826,0.6760089174000323,6.803812737307238,Other
298,74,298,74,3.370347678,6.610258504,0.523809524,3.239910826,0.6760089174000323,6.803812737307238,Other
9,217,9,217,3.525138268,6.762096203,0.523809524,3.2369579349999995,0.6763042065000324,6.797611666204769,Other
217,9,217,9,6.762096203,3.525138268,0.523809524,3.2369579349999995,0.6763042065000324,6.797611666204769,Other
117,120,117,120,4.882016352,7.217553802,0.65625,2.3355374500000003,0.7664462550000233,6.7942907636165994,Other
171,312,171,312,7.351060641,3.836781506,0.482758621,3.514279135,0.6485720865000351,6.794272998396762,Other
258,301,258,301,6.226154004,2.572778832,0.461538462,3.6533751719999996,0.6346624828000366,6.784839610945833,Other
207,200,207,200,3.60509377,0.797920995,0.586206897,2.8071727749999997,0.7192827225000281,6.7840008802496055,Activity Cliff
303,96,303,96,2.909762924,6.448395254,0.47826087,3.5386323300000004,0.6461367670000353,6.782378638138983,Other
71,230,71,230,3.09432393,0.295161102,0.586206897,2.799162828,0.7200837172000281,6.764643508312016,Activity Cliff
230,71,230,71,0.295161102,3.09432393,0.586206897,2.799162828,0.7200837172000281,6.764643508312016,Activity Cliff
275,177,275,177,6.792398557,3.418796248,0.5,3.3736023090000002,0.6626397691000336,6.747204617986506,Other
177,275,177,275,3.418796248,6.792398557,0.5,3.3736023090000002,0.6626397691000336,6.747204617986506,Other
103,190,103,190,1.061147792,4.298532476,0.52,3.2373846840000002,0.6762615316000323,6.74455142498595,Other
161,293,161,293,1.353891705,4.319303527,0.56,2.965411822,0.7034588178000296,6.739572322711957,Other
293,161,293,161,4.319303527,1.353891705,0.56,2.965411822,0.7034588178000296,6.739572322711957,Other
311,303,311,303,6.415805838,2.909762924,0.47826087,3.506042914,0.649395708600035,6.7199155907537165,Other
149,21,149,21,5.12220919,8.217643063,0.538461538,3.095433873,0.6904566127000309,6.706773384778695,Other
21,149,21,149,8.217643063,5.12220919,0.538461538,3.095433873,0.6904566127000309,6.706773384778695,Other
75,107,75,107,1.637342499,4.969222324,0.5,3.3318798250000006,0.6668120175000333,6.663759649986674,Other
257,9,257,9,7.133989809,3.525138268,0.458333333,3.608851541,0.6391148459000361,6.662495148503088,Other
60,276,60,276,4.179711557,6.325376145,0.677419355,2.145664588,0.7854335412000215,6.651560226105159,Other
276,60,276,60,6.325376145,4.179711557,0.677419355,2.145664588,0.7854335412000215,6.651560226105159,Other
307,159,307,159,0.656214401,4.533586656,0.416666667,3.877372255,0.6122627745000389,6.6469238695011335,Other
159,307,159,307,4.533586656,0.656214401,0.416666667,3.877372255,0.6122627745000389,6.6469238695011335,Other
280,169,280,169,6.606390996,3.458716394,0.523809524,3.147674602,0.6852325398000314,6.610116666830166,Other
169,280,169,280,3.458716394,6.606390996,0.523809524,3.147674602,0.6852325398000314,6.610116666830166,Other
50,205,50,205,3.095879083,5.680705599,0.608695652,2.5848265160000006,0.7415173484000258,6.605667760158379,Other
205,50,205,50,5.680705599,3.095879083,0.608695652,2.5848265160000006,0.7415173484000258,6.605667760158379,Other
46,110,46,110,3.919588802,6.918097982,0.545454545,2.99850918,0.70014908200003,6.596720189388768,Other
63,148,63,148,7.083768157,4.226219037,0.565217391,2.85754912,0.7142450880000286,6.57236297138423,Other
148,63,148,63,4.226219037,7.083768157,0.565217391,2.85754912,0.7142450880000286,6.57236297138423,Other
11,250,11,250,7.040233483,3.76620492,0.5,3.274028563,0.6725971437000328,6.548057125986904,Other
104,146,104,146,1.74865618,5.018611977,0.5,3.2699557969999997,0.6730044203000327,6.53991159398692,Other
146,104,146,104,5.018611977,1.74865618,0.5,3.2699557969999997,0.6730044203000327,6.53991159398692,Other
237,178,237,178,1.406874196,5.25835961,0.409090909,3.8514854140000003,0.6148514586000384,6.517898391909294,Other
39,22,39,22,6.855341395,4.17587621,0.588235294,2.6794651849999997,0.7320534815000268,6.507272590267832,Activity Cliff
29,304,29,304,4.953814713,1.941937278,0.535714286,3.0118774349999997,0.6988122565000301,6.487120633208871,Other
288,145,288,145,2.661541876,5.902789673,0.5,3.241247797,0.6758752203000324,6.482495593987036,Other
288,168,288,168,2.661541876,5.607808717,0.545454545,2.9462668410000004,0.7053733159000295,6.481787043703954,Other
168,288,168,288,5.607808717,2.661541876,0.545454545,2.9462668410000004,0.7053733159000295,6.481787043703954,Other
147,103,147,103,3.653536091,1.061147792,0.6,2.5923882989999996,0.740761170100026,6.480970747483797,Other
103,147,103,147,1.061147792,3.653536091,0.6,2.5923882989999996,0.740761170100026,6.480970747483797,Other
314,57,314,57,6.407305252,2.920125678,0.461538462,3.487179574,0.651282042600035,6.476190642967565,Other
3,1,3,1,5.617119208,9.242442703,0.44,3.625323495,0.6374676505000363,6.4737919553455825,Other
111,273,111,273,1.721994522,4.709506618,0.538461538,2.9875120959999997,0.70124879040003,6.4729428681796986,Other
54,294,54,294,1.352748697,4.174358377,0.5625,2.82160968,0.7178390320000283,6.449393554270973,Other
294,54,294,54,4.174358377,1.352748697,0.5625,2.82160968,0.7178390320000283,6.449393554270973,Other
160,15,160,15,2.736009672,6.219315557,0.458333333,3.483305885,0.6516694115000348,6.43071855295384,Other
15,160,15,160,6.219315557,2.736009672,0.458333333,3.483305885,0.6516694115000348,6.43071855295384,Other
267,50,267,50,6.058085449,3.095879083,0.538461538,2.962206366,0.7037793634000296,6.4181137865679805,Other
283,63,283,63,3.758597252,7.083768157,0.481481481,3.325170905,0.6674829095000332,6.412829596532862,Other
274,318,274,318,3.50923919,7.399396679,0.391304348,3.8901574889999995,0.610984251100039,6.390973019458349,Other
318,274,318,274,7.399396679,3.50923919,0.391304348,3.8901574889999995,0.610984251100039,6.390973019458349,Other
43,304,43,304,5.235499927,1.941937278,0.482758621,3.293562649,0.670643735100033,6.367554458541556,Other
301,36,301,36,2.572778832,5.751322141,0.5,3.178543309,0.6821456691000318,6.357086617987286,Other
36,301,36,301,5.751322141,2.572778832,0.5,3.178543309,0.6821456691000318,6.357086617987286,Other
246,232,246,232,5.286569505,1.059834237,0.333333333,4.2267352680000005,0.5773264732000423,6.340102898820439,Other
218,298,218,298,6.799673285,3.370347678,0.458333333,3.429325607,0.6570674393000343,6.331062655169196,Other
236,60,236,60,6.48084188,4.179711557,0.636363636,2.3011303229999998,0.7698869677000231,6.32810838190449,Other
225,148,225,148,7.122262926,4.226219037,0.541666667,2.8960438890000004,0.7103956111000289,6.318641216945227,Other
148,225,148,225,4.226219037,7.122262926,0.541666667,2.8960438890000004,0.7103956111000289,6.318641216945227,Other
256,199,256,199,4.926914912,7.844851726,0.535714286,2.917936814,0.7082063186000291,6.284786987854026,Other
108,64,108,64,6.662317441,3.396343677,0.48,3.265973764,0.6734026236000327,6.280718776910999,Other
64,108,64,108,3.396343677,6.662317441,0.48,3.265973764,0.6734026236000327,6.280718776910999,Other
294,110,294,110,4.174358377,6.918097982,0.5625,2.743739605,0.7256260395000275,6.271404811414238,Other
38,273,38,273,7.603928484,4.709506618,0.538461538,2.894421866,0.710557813400029,6.271247370048498,Other
320,21,320,21,5.098120403,8.217643063,0.5,3.1195226600000003,0.6880477340000312,6.239045319987523,Other
143,318,143,318,3.157291973,7.399396679,0.318181818,4.242104705999999,0.5757895294000426,6.221753567131739,Other
318,143,318,143,7.399396679,3.157291973,0.318181818,4.242104705999999,0.5757895294000426,6.221753567131739,Other
56,145,56,145,2.470332215,5.902789673,0.444444444,3.432457458,0.6567542542000343,6.17842341944614,Other
323,101,323,101,4.845507008,8.405303476,0.423076923,3.559796468,0.6440203532000356,6.170313877033263,Other
237,179,237,179,1.406874196,5.103970944,0.4,3.6970967480000003,0.6302903252000369,6.161827913323065,Other
179,237,179,237,5.103970944,1.406874196,0.4,3.6970967480000003,0.6302903252000369,6.161827913323065,Other
114,92,114,92,4.665639194,7.050724185,0.612903226,2.3850849910000003,0.7614915009000238,6.161469563148152,Other
92,114,92,114,7.050724185,4.665639194,0.612903226,2.3850849910000003,0.7614915009000238,6.161469563148152,Other
35,116,35,116,6.917915167,4.548370917,0.615384615,2.3695442500000006,0.7630455750000237,6.160815043823169,Other
116,35,116,35,4.548370917,6.917915167,0.615384615,2.3695442500000006,0.7630455750000237,6.160815043823169,Other
90,123,90,123,4.485648707,6.724378872,0.636363636,2.2387301649999998,0.7761269835000224,6.156507947576562,Other
278,91,278,91,5.199154307,8.029717273,0.538461538,2.8305629659999996,0.7169437034000283,6.132886420187158,Other
59,269,59,269,2.570525704,5.490206081,0.523809524,2.919680377,0.7080319623000292,6.131328794139657,Other
270,209,270,209,7.087520304,4.023131557,0.5,3.0643887469999997,0.6935611253000307,6.128777493987743,Other
209,270,209,270,4.023131557,7.087520304,0.5,3.0643887469999997,0.6935611253000307,6.128777493987743,Other
9,5,9,5,3.525138268,6.435432135,0.523809524,2.910293867,0.7089706133000291,6.111617123131813,Other
5,9,5,9,6.435432135,3.525138268,0.523809524,2.910293867,0.7089706133000291,6.111617123131813,Other
105,223,105,223,3.936981482,6.621097573,0.558823529,2.684116091,0.7315883909000269,6.083996467241146,Other
247,150,247,150,3.513761289,0.996493466,0.586206897,2.517267823,0.7482732177000252,6.0833972454923115,Other
150,247,150,247,0.996493466,3.513761289,0.586206897,2.517267823,0.7482732177000252,6.0833972454923115,Other
0,214,0,214,1.656789972,4.82540289,0.47826087,3.168612918,0.6831387082000318,6.073174764549338,Other
214,0,214,0,4.82540289,1.656789972,0.47826087,3.168612918,0.6831387082000318,6.073174764549338,Other
161,62,161,62,1.353891705,4.386349844,0.5,3.032458139,0.6967541861000304,6.06491627798787,Other
75,190,75,190,1.637342499,4.298532476,0.56,2.6611899770000003,0.7338810023000266,6.04815903862262,Other
190,75,190,75,4.298532476,1.637342499,0.56,2.6611899770000003,0.7338810023000266,6.04815903862262,Other
122,277,122,277,6.480025097,3.998300355,0.588235294,2.4817247420000004,0.7518275258000248,6.027045800263351,Other
7,123,7,123,4.426375328,6.724378872,0.617647059,2.298003544,0.770199645600023,6.010163117835127,Other
91,205,91,205,8.029717273,5.680705599,0.608695652,2.349011673999999,0.7650988326000236,6.003029830872198,Other
205,91,205,91,5.680705599,8.029717273,0.608695652,2.349011673999999,0.7650988326000236,6.003029830872198,Other
304,273,304,273,1.941937278,4.709506618,0.538461538,2.7675693399999997,0.7232430660000277,5.996400230657273,Other
310,21,310,21,5.464925459,8.217643063,0.538461538,2.7527176040000008,0.7247282396000274,5.964221469356191,Other
21,310,21,310,8.217643063,5.464925459,0.538461538,2.7527176040000008,0.7247282396000274,5.964221469356191,Other
318,141,318,141,7.399396679,3.464002859,0.333333333,3.93539382,0.6064606180000394,5.9030907270396,Other
66,224,66,224,8.132593737,5.057454711,0.47826087,3.0751390260000004,0.6924860974000306,5.894016471400384,Other
233,113,233,113,7.476613201,4.278723397,0.457142857,3.197889804,0.6802110196000319,5.890849637386293,Other
254,100,254,100,6.97800555,3.909733155,0.47826087,3.0682723949999997,0.6931727605000307,5.880855428639441,Other
100,254,100,254,3.909733155,6.97800555,0.47826087,3.0682723949999997,0.6931727605000307,5.880855428639441,Other
0,273,0,273,1.656789972,4.709506618,0.48,3.0527166459999995,0.6947283354000306,5.870608934604094,Other
10,50,10,50,5.671885784,3.095879083,0.56,2.576006701,0.7423993299000258,5.854560684077604,Other
94,181,94,181,1.255067827,3.828807254,0.558823529,2.573739427,0.7426260573000257,5.833809362408555,Other
235,67,235,67,5.570702629,8.599205097,0.47826087,3.028502468,0.6971497532000303,5.804629735159399,Other
98,266,98,266,0.586663837,4.623211681,0.304347826,4.036547844,0.5963452156000404,5.8025375250163425,Other
268,84,268,84,6.624125054,4.05799591,0.555555556,2.5661291440000005,0.7433870856000256,5.7737905797608,Other
66,299,66,299,8.132593737,4.93079837,0.444444444,3.201795367000001,0.679820463300032,5.763231655979042,Other
182,263,182,263,1.80640614,4.810172691,0.47826087,3.003766551,0.69962334490003,5.757219227536647,Other
306,110,306,110,4.615785498,6.918097982,0.6,2.3023124839999998,0.7697687516000231,5.75578120998561,Other
110,306,110,306,6.918097982,4.615785498,0.6,2.3023124839999998,0.7697687516000231,5.75578120998561,Other
240,288,240,288,5.779105551,2.661541876,0.458333333,3.117563675,0.6882436325000312,5.755502165678297,Other
77,150,77,150,3.377222551,0.996493466,0.586206897,2.380729085,0.7619270915000238,5.75342862830231,Other
150,77,150,77,0.996493466,3.377222551,0.586206897,2.380729085,0.7619270915000238,5.75342862830231,Other
149,18,149,18,5.12220919,2.469854016,0.535714286,2.652355174,0.7347644826000266,5.712764993657091,Other
18,149,18,149,2.469854016,5.12220919,0.535714286,2.652355174,0.7347644826000266,5.712764993657091,Other
152,63,152,63,4.333553587,7.083768157,0.518518519,2.75021457,0.7249785430000275,5.711984112623198,Other
210,226,210,226,6.42321693,3.794130063,0.538461538,2.629086867,0.7370913133000263,5.696354872791303,Other
117,236,117,236,4.882016352,6.48084188,0.71875,1.5988255279999999,0.840117447200016,5.6847129884242324,Other
236,117,236,117,6.48084188,4.882016352,0.71875,1.5988255279999999,0.840117447200016,5.6847129884242324,Other
45,264,45,264,2.152219008,4.769194973,0.538461538,2.6169759650000004,0.7383024035000261,5.670114585150934,Other
264,45,264,45,4.769194973,2.152219008,0.538461538,2.6169759650000004,0.7383024035000261,5.670114585150934,Other
35,317,35,317,6.917915167,4.738903381,0.615384615,2.1790117860000002,0.7820988214000217,5.665430637919839,Other
317,35,317,35,4.738903381,6.917915167,0.615384615,2.1790117860000002,0.7820988214000217,5.665430637919839,Other
88,199,88,199,5.582640153,7.844851726,0.6,2.262211573,0.7737788427000226,5.655528932485861,Other
199,88,199,88,7.844851726,5.582640153,0.6,2.262211573,0.7737788427000226,5.655528932485861,Other
192,307,192,307,4.288293948,0.656214401,0.357142857,3.632079547,0.6367920453000363,5.649901516291233,Other
43,93,43,93,5.235499927,2.314355349,0.482758621,2.9211445780000003,0.7078855422000292,5.647546187510943,Other
232,81,232,81,1.059834237,4.583911396,0.375,3.5240771590000004,0.6475922841000352,5.638523454390979,Other
96,312,96,312,6.448395254,3.836781506,0.535714286,2.6116137480000003,0.7388386252000261,5.625014229910971,Other
243,241,243,241,2.989556131,6.232726246,0.423076923,3.2431701150000003,0.6756829885000324,5.621494865240724,Other
16,47,16,47,7.04303363,4.375651302,0.523809524,2.6673823280000004,0.7332617672000266,5.601502891028839,Other
47,16,47,16,4.375651302,7.04303363,0.523809524,2.6673823280000004,0.7332617672000266,5.601502891028839,Other
283,20,283,20,3.758597252,6.758805223,0.464285714,3.0002079710000005,0.69997920290003,5.600388209536008,Other
237,180,237,180,1.406874196,4.714396887,0.409090909,3.3075226910000004,0.6692477309000331,5.5973460915909365,Other
22,122,22,122,4.17587621,6.480025097,0.588235294,2.304148887,0.769585111300023,5.59579015253047,Other
87,307,87,307,3.852295473,0.656214401,0.428571429,3.196081072,0.6803918928000319,5.593141880185069,Other
307,87,307,87,0.656214401,3.852295473,0.428571429,3.196081072,0.6803918928000319,5.593141880185069,Other
127,241,127,241,9.244076057,6.232726246,0.461538462,3.0113498109999988,0.6988650189000303,5.592506796640333,Other
152,225,152,225,4.333553587,7.122262926,0.5,2.7887093390000004,0.7211290661000278,5.577418677988846,Other
1,309,1,309,9.242442703,6.254924691,0.464285714,2.987518012,0.7012481988000299,5.576700286082017,Other
138,107,138,107,2.941672815,4.969222324,0.636363636,2.0275495090000004,0.7972450491000203,5.575761144158907,Other
107,138,107,138,4.969222324,2.941672815,0.636363636,2.0275495090000004,0.7972450491000203,5.575761144158907,Other
53,217,53,217,4.098616465,6.762096203,0.52173913,2.6634797379999995,0.7336520262000267,5.569093992561906,Other
217,53,217,53,6.762096203,4.098616465,0.52173913,2.6634797379999995,0.7336520262000267,5.569093992561906,Other
147,131,147,131,3.653536091,0.987782903,0.52,2.665753188,0.7334246812000267,5.55365247498843,Other
26,19,26,19,5.543261367,2.869477425,0.518518519,2.6737839420000005,0.7326216058000268,5.553243577387865,Other
288,137,288,137,2.661541876,5.184727758,0.545454545,2.5231858820000004,0.7476814118000252,5.55100893483678,Other
137,288,137,288,5.184727758,2.661541876,0.545454545,2.5231858820000004,0.7476814118000252,5.55100893483678,Other
100,202,100,202,3.909733155,6.792821109,0.48,2.883087954,0.7116912046000288,5.544399911527799,Other
202,100,202,100,6.792821109,3.909733155,0.48,2.883087954,0.7116912046000288,5.544399911527799,Other
154,312,154,312,6.256924911,3.836781506,0.5625,2.4201434049999997,0.7579856595000243,5.53175635427307,Other
95,181,95,181,1.217269556,3.828807254,0.527777778,2.6115376980000002,0.738846230200026,5.5303151277672615,Other
20,148,20,148,6.758805223,4.226219037,0.541666667,2.5325861860000005,0.7467413814000252,5.525642591642958,Other
148,20,148,20,4.226219037,6.758805223,0.541666667,2.5325861860000005,0.7467413814000252,5.525642591642958,Other
135,318,135,318,4.474678915,7.399396679,0.470588235,2.9247177639999995,0.7075282236000293,5.524466884475972,Other
318,135,318,135,7.399396679,4.474678915,0.470588235,2.9247177639999995,0.7075282236000293,5.524466884475972,Other
222,230,222,230,2.88300591,0.295161102,0.53125,2.587844808,0.7412155192000258,5.520735590388222,Other
155,323,155,323,7.725106636,4.845507008,0.47826087,2.8795996279999994,0.7120400372000288,5.519232624922114,Other
323,155,323,155,4.845507008,7.725106636,0.47826087,2.8795996279999994,0.7120400372000288,5.519232624922114,Other
264,55,264,55,4.769194973,7.306877373,0.538461538,2.5376823999999996,0.7462317600000254,5.4983118611564405,Other
39,106,39,106,6.855341395,4.592707207,0.588235294,2.262634188,0.7737365812000226,5.494968740702378,Other
303,220,303,220,2.909762924,5.762825965,0.47826087,2.8530630410000004,0.7146936959000285,5.468370833129828,Other
18,79,18,79,2.469854016,5.007991608,0.535714286,2.538137592,0.7461862408000254,5.466757893813924,Other
79,18,79,18,5.007991608,2.469854016,0.535714286,2.538137592,0.7461862408000254,5.466757893813924,Other
98,135,98,135,0.586663837,4.474678915,0.285714286,3.888015078,0.6111984922000389,5.443221111369668,Other
204,19,204,19,5.556261646,2.869477425,0.5,2.6867842210000004,0.7313215779000268,5.373568441989254,Other
279,45,279,45,4.61027869,2.152219008,0.541666667,2.4580596820000005,0.7541940318000245,5.36303931007051,Other
45,279,45,279,2.152219008,4.61027869,0.541666667,2.4580596820000005,0.7541940318000245,5.36303931007051,Other
117,123,117,123,4.882016352,6.724378872,0.65625,1.84236252,0.8157637480000184,5.359600058166227,Other
123,117,123,117,6.724378872,4.882016352,0.65625,1.84236252,0.8157637480000184,5.359600058166227,Other
91,10,91,10,8.029717273,5.671885784,0.56,2.3578314889999996,0.7642168511000236,5.358707929533276,Other
12,181,12,181,6.100262351,3.828807254,0.575757576,2.2714550969999996,0.7728544903000227,5.354144160261176,Other
101,3,101,3,8.405303476,5.617119208,0.47826087,2.788184268,0.7211815732000278,5.344019851443107,Other
3,101,3,101,5.617119208,8.405303476,0.47826087,2.788184268,0.7211815732000278,5.344019851443107,Other
171,263,171,263,7.351060641,4.810172691,0.523809524,2.54088795,0.7459112050000254,5.335864697123141,Other
40,203,40,203,6.179249276,3.423331102,0.482758621,2.755918174,0.7244081826000275,5.328108472919897,Other
210,250,210,250,6.42321693,3.76620492,0.5,2.65701201,0.7342987990000266,5.314024019989372,Other
298,269,298,269,3.370347678,5.490206081,0.6,2.1198584030000003,0.7880141597000212,5.299646007486752,Other
269,298,269,298,5.490206081,3.370347678,0.6,2.1198584030000003,0.7880141597000212,5.299646007486752,Other
104,72,104,72,1.74865618,4.601531203,0.461538462,2.852875023,0.7147124977000285,5.298196475817187,Other
14,74,14,74,3.747389311,6.610258504,0.458333333,2.862869193,0.7137130807000287,5.2852969684300595,Other
287,183,287,183,3.475685056,6.215774987,0.481481481,2.7400899309999995,0.7259910069000275,5.284459147725667,Other
303,24,303,24,2.909762924,5.544471526,0.5,2.634708602,0.7365291398000264,5.269417203989462,Other
281,83,281,83,0.28970954,2.658102807,0.548387097,2.368393267,0.7631606733000237,5.244299379539109,Other
201,16,201,16,4.554140764,7.04303363,0.523809524,2.4888928660000005,0.7511107134000248,5.2266750206796955,Other
16,201,16,201,7.04303363,4.554140764,0.523809524,2.4888928660000005,0.7511107134000248,5.2266750206796955,Other
56,137,56,137,2.470332215,5.184727758,0.48,2.714395543,0.7285604457000272,5.219991428836116,Other
126,155,126,155,5.119938704,7.725106636,0.5,2.6051679319999996,0.7394832068000261,5.210335863989579,Other
155,126,155,126,7.725106636,5.119938704,0.5,2.6051679319999996,0.7394832068000261,5.210335863989579,Other
199,220,199,220,7.844851726,5.762825965,0.6,2.0820257609999997,0.7917974239000208,5.205064402486987,Other
172,151,172,151,1.946565265,4.4316667,0.52173913,2.485101435,0.7514898565000249,5.196121177538116,Other
164,124,164,124,5.183732052,2.252230323,0.434782609,2.931501729,0.7068498271000294,5.186503061783556,Other
124,164,124,164,2.252230323,5.183732052,0.434782609,2.931501729,0.7068498271000294,5.186503061783556,Other
49,151,49,151,6.898242377,4.4316667,0.523809524,2.466575677,0.7533424323000246,5.179808923761046,Other
279,270,279,270,4.61027869,7.087520304,0.52173913,2.4772416139999995,0.7522758386000248,5.179687006371272,Other
270,279,270,279,7.087520304,4.61027869,0.52173913,2.4772416139999995,0.7522758386000248,5.179687006371272,Other
323,128,323,128,4.845507008,7.817865419,0.423076923,2.972358411,0.7027641589000297,5.152087911704125,Other
15,169,15,169,6.219315557,3.458716394,0.458333333,2.7605991629999997,0.7239400837000276,5.096490759315827,Other
311,1,311,1,6.415805838,9.242442703,0.444444444,2.826636865,0.7173363135000282,5.0879463529204845,Other
1,311,1,311,9.242442703,6.415805838,0.444444444,2.826636865,0.7173363135000282,5.0879463529204845,Other
98,324,98,324,0.586663837,3.428317615,0.44,2.841653778,0.7158346222000285,5.07438174641951,Other
324,98,324,98,3.428317615,0.586663837,0.44,2.841653778,0.7158346222000285,5.07438174641951,Other
245,124,245,124,5.423527895,2.252230323,0.375,3.1712975720000003,0.6828702428000317,5.0740761151918825,Other
150,71,150,71,0.996493466,3.09432393,0.586206897,2.097830464,0.790216953600021,5.069756960146651,Other
71,150,71,150,3.09432393,0.996493466,0.586206897,2.097830464,0.790216953600021,5.069756960146651,Other
90,276,90,276,4.485648707,6.325376145,0.636363636,1.8397274379999997,0.8160272562000184,5.059250449426837,Other
48,35,48,35,4.558144803,6.917915167,0.533333333,2.359770364,0.7640229636000235,5.056650776377271,Other
35,48,35,48,6.917915167,4.558144803,0.533333333,2.359770364,0.7640229636000235,5.056650776377271,Other
223,114,223,114,6.621097573,4.665639194,0.612903226,1.9554583790000004,0.8044541621000195,5.051600814929419,Other
114,223,114,223,4.665639194,6.621097573,0.612903226,1.9554583790000004,0.8044541621000195,5.051600814929419,Other
52,190,52,190,1.680560512,4.298532476,0.481481481,2.617971964,0.7382028036000261,5.048945925873385,Other
69,63,69,63,4.471388317,7.083768157,0.481481481,2.61237984,0.7387620160000261,5.038161115311992,Other
11,65,11,65,7.040233483,4.444907192,0.483870968,2.595326291,0.740467370900026,5.02844469131698,Other
13,267,13,267,3.39023531,6.058085449,0.46875,2.667850139,0.7332149861000267,5.021835555755254,Other
203,297,203,297,3.423331102,0.91924935,0.5,2.5040817520000003,0.7495918248000251,5.0081635039899846,Other
172,65,172,65,1.946565265,4.444907192,0.5,2.4983419269999994,0.750165807300025,4.996683853990006,Other
39,6,39,6,6.855341395,4.802795444,0.588235294,2.052545951,0.7947454049000205,4.9847544509922495,Other
125,190,125,190,6.788711387,4.298532476,0.5,2.490178911,0.7509821089000249,4.980357821990039,Other
73,255,73,255,3.087572755,5.927492113,0.428571429,2.8399193579999995,0.7160080642000284,4.9698588802186965,Other
7,276,7,276,4.426375328,6.325376145,0.617647059,1.8990008170000001,0.810099918300019,4.9666175236639125,Other
69,225,69,225,4.471388317,7.122262926,0.464285714,2.6508746090000006,0.7349125391000264,4.948299267485005,Other
58,92,58,92,4.646108455,7.050724185,0.513513514,2.4046157299999997,0.759538427000024,4.942821227710438,Other
213,231,213,231,4.418787676,2.338607345,0.578947368,2.080180331,0.7919819669000208,4.9404282811728395,Other
231,213,231,213,2.338607345,4.418787676,0.578947368,2.080180331,0.7919819669000208,4.9404282811728395,Other
18,299,18,299,2.469854016,4.93079837,0.5,2.4609443539999996,0.7539055646000247,4.921888707990155,Other
