Generation,Mean_Activity,Mean_Local_Sensitivity,Mean_Tanimoto_Similarity,Spatial_Diversity
101,6.931330334766669,4.182320774959558,0.053682622161706356,14.35533981132653
102,6.970473244181249,4.242265864085737,0.05252555692023809,14.278120923712468
103,6.8866175689590285,4.1942923141110855,0.051620676358134915,14.720802458234452
104,6.970306072377777,4.250790857894733,0.05298058463472222,14.518241207079722
105,6.965015669391667,4.231055458743346,0.05265713585,14.338286274967924
106,6.869781182249304,4.129582483357008,0.05141292522797619,14.787330749596057
107,6.977960379352779,4.278691893523805,0.05300373970357143,14.469329175589554
108,6.977950371379166,4.33849521154664,0.05225057618313492,14.713162028345465
109,7.0060413905493055,4.332890455707753,0.05421985269821429,14.543197567464446
110,6.9768756821673605,4.301558206531628,0.05350636166944444,14.42469020915927
111,6.980423893130556,4.258648405647271,0.05346720719523809,14.308840967078362
112,6.967453258409028,4.2944242242187,0.05198241295873017,14.55351483337766
113,6.916986597939584,4.257275913826385,0.05357363677321429,14.83509274115813
114,6.92738686445764,4.309058946055961,0.05266658679980159,14.901552279366163
115,6.943511435896527,4.331601143473369,0.04973796715912699,14.681666626696787
116,6.9264542731652785,4.345291446997878,0.050159462758333336,14.839948004741892
117,6.890416459304861,4.266965894240241,0.05162926785039682,14.913503707169209
118,7.042455928204165,4.44749483202327,0.050065470460714294,14.21549555404143
119,6.974765145874307,4.3571542011971305,0.05319223402480159,14.46461715554788
120,6.90542354581875,4.331913630090688,0.053426276884920645,14.919536260103579
121,6.911694435061804,4.334087583805953,0.05088844847420635,14.7771638650799
122,6.888123927452083,4.333670500891129,0.05032983008789683,15.052082086524251
123,6.864357314559722,4.33584927186055,0.052454472406944445,15.134634046787399
124,6.903973889209722,4.34679055418362,0.053195570601785716,14.95429259473502
125,6.882537434460417,4.3070421339463385,0.05369221984166666,15.142271072838458
126,6.889635557668056,4.3152482775553205,0.055469541235317464,14.760435708625426
127,6.861004257152085,4.277947614169004,0.05404797955575396,14.951049908825635
128,6.860483757781248,4.251191001265656,0.05343094973492064,14.77096069971903
129,6.899394075241667,4.3013710274305295,0.05326940711388889,14.555271347111299
130,6.756055052523612,4.180001236808634,0.05314359784900794,15.362007564752432
131,6.7983211257902765,4.214330356032702,0.05033899186547618,15.099118494323571
132,6.869115828766667,4.269972538633351,0.05242386790535714,14.816720903486562
133,6.907937102366666,4.275970509923668,0.052328931552182545,14.662886228925208
134,6.868710587738196,4.246456084981777,0.05369947367936508,14.997798099399628
135,6.769365167227084,4.166481911844648,0.05314329319563492,15.37936190345858
136,6.819463997950695,4.192718904147164,0.053907243428373004,15.064537514009007
137,6.87315851991875,4.271716302011846,0.05491369661269842,14.740717536029125
138,6.813675096284029,4.215086903095426,0.054292630480753966,14.944639208773497
139,6.774005451846529,4.182039826077532,0.054149429795039686,15.260245284686611
140,6.8524990839840285,4.236098032216565,0.053474162236111115,14.736629868724771
141,6.820307400819445,4.2237188518790125,0.055377724198809514,15.188960677711384
142,6.809240531553472,4.222893819836967,0.05509663742162697,15.205832094653884
143,6.8167605289972215,4.178604493171613,0.055297406345634924,15.097076133537753
144,6.828584875931944,4.214874966277221,0.05397722862202381,15.080718239695642
145,6.841152869497917,4.289683573476885,0.05177517256349207,15.299498941644176
146,6.911718771728473,4.362689416263161,0.05324863401825398,14.94742484950617
147,6.7914386820909725,4.252567886811823,0.05194938325119048,15.551364295279877
148,6.828019165207638,4.290156411685203,0.053356610872023806,15.502427274060382
149,6.825727355022918,4.256220051167767,0.054020263697023806,15.355262425822962
150,6.887065723906945,4.367421480764636,0.053375019298214296,15.227419938910314
151,6.771735991334723,4.204686594041836,0.052117552749603176,15.543044788287357
152,6.90783907855,4.362427945858303,0.05054303639027778,15.050137324788501
153,6.915304401643751,4.311972410202181,0.051493210935119056,14.85369183976702
154,6.869661129273611,4.321037688035446,0.05262771770238095,15.21043007671017
155,6.815710500993054,4.265170625695566,0.05158427418214285,15.536549575209039
156,6.842417616323611,4.2904251472107156,0.05015404592738095,15.45045865648667
157,6.797415125806944,4.310187656003881,0.05084629591190477,15.726422205173106
158,6.8610254229784715,4.401582254654536,0.05001336032738095,15.499196481489472
159,6.856698867511805,4.3978661234718555,0.050759861292460316,15.43497506399412
160,6.819200425978473,4.295569591452183,0.05056352777420635,15.519348844536434
161,6.788126456285416,4.276614455317493,0.053823319115079364,15.647450271339903
162,6.8115641170631935,4.301654816641359,0.05453132363789683,15.735937650866472
