Selected_IDs,Mean_Activity,Mean_Local_Sensitivity,Mean_Tanimoto_Similarity,Spatial_Diversity,Property_Diversity,Composite_Score
12;80;82;127;128;228;240;284,5.525402826500001,2.45213419586138,0.0,19.77070236420479,4.224270808400308,0.26452703770459407
68;82;101;121;127;236;266;293,5.821714799875,2.8366229622248347,0.017857142857142856,21.64836573303456,3.9018076298647815,0.2644596425827474
1;12;21;81;82;101;125;236,6.846418899625,3.976510529565479,0.0,17.411414091379335,3.7846686311722073,0.26440583873343154
66;85;92;123;211;233;266;293,6.8588387783750004,3.932390184624068,0.0,16.96239205810255,3.8981379445423867,0.2643774932082966
86;91;128;140;211;233;236;316,6.517870281875,2.868123932619654,0.01708074535714286,14.729237445477244,4.252818886387181,0.26436032796644393
1;28;62;86;102;127;228;236,6.2497230335000005,3.2113290553865914,0.0,17.90248839172057,4.29746051266446,0.2643311149130776
1;12;85;140;211;233;276;300,6.95664490075,3.5941439931006203,0.015714285714285715,15.359109621202965,3.976855345767337,0.26423701054463083
28;80;82;127;128;140;228;316,5.37046289,2.3952364498966654,0.0,20.877703731267125,4.000131217428345,0.26422455525118516
82;101;127;128;164;236;293;316,6.352913847375,3.1360800308888095,0.01708074535714286,18.302485193547618,3.99268725188393,0.26416381243669873
12;34;76;101;106;125;140;236,6.050706996375,3.405388483749538,0.0,21.290576602396225,3.561692083608091,0.26416299591722403
28;82;127;128;140;228;293;318,5.902197715125,2.967409376441294,0.018571428571428572,21.78836053123749,3.841407002887447,0.26398712501412
1;82;101;127;140;228;266;318,6.46470193675,3.4674517873409374,0.0,17.523194476233996,3.944498914867311,0.26397730493344274
1;28;66;91;128;140;236;266,6.73168054,3.5067315420658485,0.015714285714285715,16.955534809370693,3.3459792324503512,0.2639464441934364
82;85;121;140;211;236;293;316,5.572717063000001,2.5721952811361506,0.018571428571428572,22.250927025120802,4.411930776875069,0.263908961304999
5;85;101;106;127;228;236;284,6.3887689175,3.4787422120318388,0.0,18.290628969444192,3.884108383852196,0.26346561499943655
125;127;140;192;211;236;257;318,6.635653850000001,3.8906687733899794,0.0,18.749821037571387,4.283231222758493,0.26333018669026464
1;82;91;127;140;236;257;293,6.6619528345,3.6717993136357867,0.018571428571428572,19.075703475981335,3.940810649030652,0.2632294055027806
